Subject,Text
"ASPxGridListEditor and ASPxGridView - How to customize the column chooser (e.g., increase its size or make it resizeable) of the Web ListView's grid control","<p>Hello,<br />
How can I control the order in which fields appear in the Fi elds selector?<br />
Also, I would like to make it bigger, currently it shows only  5 elements and you need to use the scroll bar.<br />
Is it possible to group the elements according to some categories?<br />
<br />
Thanks &amp; regards</p>"
"ASPxGridListEditor and ASPxGridView - How to customize the column chooser (e.g., increase its size or make it resizeable) of the Web ListView's grid control","<p>Hello,<br> How can I control the order in which fields appear in the Fields selector?<br> Also, I would like to make it bigger, currently it shows only 5 elements and you need to use the scroll bar.<br> Is it possible to group the elements according to some categories?<br> <br> Thanks &amp; regards</p>"
"ASPxGridLookup - ""Could not find property 'ShowSearchPanel' on 'DevExpress.Web.Design.DropDownLookupDesignerActionList'"" error occurs on an attempt to invoke the control's designer",I recently had to rebuild my Hard Drive and have found an odd error after re-installing VisualStudio 2013 Community edition and only the latest DevExpress build<br /><br />I had no problems (apart from serious performance in VS) and now I cannot access the Designer for the ASPxGridLookup on a user control in the project<br /><br />See attachment<br /><br />What could be wrong?
ASPxGridLookup - How to enable the context menu for the grid,"Hi,<br><br>I have 2 questions regarding the ASPxGridLookup control...<br><br>1)  Is there a simple way to show the Grid's ContextMenu (ASPxGridView.SettingsContextMenu.Enalbed)?<br><br>2) is there a simple way to force the filtering  to filter across all columns (IncrementalFilteringMode)?<br><br>For this second item - can I intercept keystrokes so I can then do a client-side ASPxClientGridView.ApplyFilter() ?<br><br>regards,<br>-randall sell "
"ASPxGridLookup - It is not possible to invoke control's designer - ""Could not find property 'ShowSearchPanel' on 'DevExpress.Web.Design.DropDownLookupDesignerActionList'"" error occurs",I recently had to rebuild my Hard Drive and have found an odd error after re-installing VisualStudio 2013 Community edition and only the latest DevExpress build<br /><br />I had no problems (apart from serious performance in VS) and now I cannot access the Designer for the ASPxGridLookup on a user control in the project<br /><br />See attachment<br /><br />What could be wrong?
ASPxGridLookup - Selected values changed are ordered incorrectly,"<p>Hi<br />
I&#39;m using the ASPXGridviewLookup to select multiple codes.<br />
Is there a way to keep my selection in the order I select them?<br />
<br />
At the moment it seems that the selected items is ordered alphabeticaly.<br />
If I select it in order of C;A;B, it displays A;B;C.<br />
Thanx<br />
<br />
Shaun<br />
</p>"
ASPxGridLookup - The DisplayFormatString property doesn't format the editor's textbox when it's not focused,"I have a grid with 4 column.<br><br>1) I need to when editing a string format was: &nbsp;Column1+' '+Column2+' '+Column3<br><br>2) When the grid loses focus format was: Column0<br><br>I use ""settings.Properties.TextFormatString = ""{1} {2} {3}"" "".&nbsp;But it only solves the first problem. "
ASPxGridLookup - The DisplayFormatString property doesn't format the editor's textbox when it's not focused,"I have a gridLookup with 4 column.<br><br>1) I need to when editing a string format was: &nbsp;Column1+' '+Column2+' '+Column3<br><br>2) When the gridLookup loses focus format was: Column0<br><br>I use ""settings.Properties.TextFormatString = ""{1} {2} {3}"" "".&nbsp;But it only solves the first problem."
"ASPxGridLookup -The server-side Validation event is not raised when AutoPostBack=""true""","Hi,<br> <br>I am using ASPxGridLookup control (14.1 dlls). I am populating list of people. I want to do some server side validation. <br>I have added server side validation event. For some reason it is not triggering.<br> <br>I have created sample project to replicate the similar issue. I have added my ASPxGridLookup control. Trying to get OnValidation=""NameLookup_Validation"" event server side.<br>But It is not firing...<br> <br>I have looked at following example as well.<br><a href=""https://demos.devexpress.com/ASPxEditorsDemos/Validation/Inplace.aspx"">https://demos.devexpress.com/ASPxEditorsDemos/Validation/Inplace.aspx</a><br> <br>Can you please assist me on this issue.<br> <br>Regards<br> <br>Khwaja Saiyed<br>Senior Developer<br>SoftWare Enterprises (UK) Ltd<br>Registered in England No. 3120073<br>VAT No. GB 695911392<br>mailto:khwaja.saiyed@globalrosters.com<br> <br>Tel:  0333 2000 980<br><a href=""http://www.globalrosters.com"">http://www.globalrosters.com</a><br> "
"ASPxGridLookup -The server-side Validation event is not raised when AutoPostBack=""true""","Hi,<br>&nbsp;<br>I am using ASPxGridLookup control (14.1 dlls). I am populating list of people. I want to do some server side validation. <br>I have added server side validation event. For some reason it is not triggering.<br>&nbsp;<br>I have created sample project to replicate the similar issue. I have added my ASPxGridLookup control. Trying to get OnValidation=""NameLookup_Validation"" event server side.<br>But It is not firing...<br>&nbsp;<br>I have looked at following example as well.<br><a href=""https://demos.devexpress.com/ASPxEditorsDemos/Validation/Inplace.aspx"">https://demos.devexpress.com/ASPxEditorsDemos/Validation/Inplace.aspx</a><br>&nbsp;<br>Can you please assist me on this issue.<br>&nbsp;<br>Regards<br>&nbsp;<br>Khwaja Saiyed<br>Senior Developer<br><br>"
ASPxGridView  - Customization Window is displayed incorrectly in Chrome if its Height is set in percenatage,"Hi,<br /><br />ASPxGridView Customization window is not working in chrome, when you set &nbsp;Height=""100%"", however its work in IE &amp; Firefox perfectly. Please see the sample pictures.<br /><br />Thank you,<br />Subash"
ASPxGridView  - How to change editor settings for certain columns in edit mode,"Hi, I would&nbsp;like to change font color of few cells when doing inline row edit. I would like to make the text white&nbsp;for the cells that are read only.&nbsp;<br /><br />Thank you<br />"
ASPxGridView -  Not all NewValues are presented in the ASPxDataInsertingEventArgs  ,"Hi there,<br><br>Lately, we set everywhere EnableRowsCache to true, because of the said performance improvement in ASPxGridView's documentation.<br>However, after doing that, there are 3 items from e.NewValues collection missing, on RowInserting event. On RowUpdating, all items are present, which is weird.<br><br>Now, when I switch grid's EnableRowsCache to false, everything works fine - e.NewValues is correctly populated not only on RowUpdating, but also on RowInserting. However, I don't want to have that value as ""false"". I want to have that caching mechanism enabled and e.NewValues correctly populated.<br><br>What can I do?<br><br>Best regards,<br>Adam <br><br>P.S. I have correct values and value types assigned to comboxes/gridlookups and one of the missing values is from the GridViewDataTextColumn.  Also, I bind my data sources on PageInit event."
"ASPxGridView - ""A primary key field specified via the KeyFieldName property is not found ..."" exception in case of late data binding in EndlessPaging","<p>Dear all,<br />
<br />
     We are trying to use EndLess Paging  on grid that has a SQLDataSource. This SQLDataSource has two sessions as parameters that are null on Page_Load. We have already thied to use the ForceDataRowType on Page_Load as suggested on <a href=""http://www.devexpress.com/Support/Center/Question/Details/Q378318"">http://www.devexpress.com/Support/Center/Question/Details/Q378318</a> . However, the error listed on <a href=""http://www.devexpress.com/kbid=KA18689"">http://www.devexpress.com/kbid=KA18689</a> persists. Is there a restrition to use EndLessPaging with SQLDataSource.<br />
     I am looking forward to hearing from you.<br />
<br />
Best Regards,<br />
<br />
Fabiana Cassan.</p>"
"ASPxGridView - ""A primary key field specified via the KeyFieldName property is not found ..."" exception occur","Hi,<br /><br />I've attached a word document highlighting my issue in details.<br /><br />I am loading a datatable into an aspxgridview control. When the code runs I receive a PK error.<br />Within the word document you can see that the DT has the field SupplierRef and the spelling is correct.<br /><br />Can you help?<br /><br />Thanks,<br />Graham.<br /><br /><br />"
